,Train Loss,Val Loss
0,1059731687.1841801,25979.229922316244
1,36549.04997032779,36896.63966896742
2,41344.64939589819,47040.91787655684
3,44679.19850090397,230647.0634216856
4,48345.27364216374,145533.46540590067
5,51308.1370772289,49122.44723235544
6,61198.3306445638,76759.49031261101
7,45045.26112575647,134872.02193476865
8,60072.552720100495,95423.69746521702
9,58503.94339544803,133492.01170820263
